samples,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1.0,1.0351229945905576,-0.009776762495416378,0.04579849573878012,0.10769447394156885,-0.01655714391045856,-0.01655598299851483,0.11166720907819767,0.05426583011020832,-0.033196852188799496,0.03836478860205044
1.0,0.9672314206890483,-0.032932066694986835,0.017109316301564367,-0.13528934353077857,-0.12197010963595668,-0.03975973249029209,-0.07161797533852392,0.022220641984790256,-0.0642069981281694,-0.09986495243090453
1.0,1.1036370183342146,-0.015964795310524096,0.004774965145618416,-0.10074491039547692,-0.03849367160725649,0.007843411537061947,-0.08138753636974738,0.026565861645057257,-0.0424715690684591,-0.02062586285085581
1.0,0.9574529174207809,0.1309758464910177,-0.0009543979139391893,-0.07479145703998394,0.058162708517865765,-0.08632668236630456,0.014768886437086326,-0.1385696033484071,-0.09391693618534476,0.013920191483582164
1.0,1.0522174726394393,0.012117567370971121,-0.008177568470930166,-0.021291246499151605,-0.10454729255222392,-0.05090067211537608,-0.03257207986231026,0.07474982947024149,0.024297482269358177,-0.12466576493611735
1.0,1.0229161972432914,-0.027229429179715707,-0.04786561367507056,0.0432520451730399,0.07290267537569793,0.06585144874112797,-0.059341640156130665,-0.021864616779119727,0.02342386187045848,0.06898145747417127
1.0,0.96611726470497,-0.013128072138714007,-0.07822969623835054,-0.08458458155877095,0.057454251890411374,0.09590065211190658,-0.005091884528352181,0.07096049172432374,0.025571528563253027,-0.04561685531586848
1.0,1.0255545283346017,0.10875560858609609,-0.002533283519770119,0.11063701391665941,-0.1852439528082116,0.058117283431792684,0.0061551572233619085,-0.021143012513903773,0.00648846673351971,-0.14054234575898772
1.0,0.9844668518474045,0.02525167209629218,0.1045028900911941,-0.03664723858283282,-0.057169130915171666,-0.035479580802673986,0.06472870449396627,0.023246213896296518,-0.03745970324864403,0.03629348825166668
1.0,1.006864419344497,0.0684935441368185,-0.04964265034336717,-0.023169212579742256,-0.027726233403828186,-0.10348613441920994,0.0209388655959201,0.018459395322289962,0.0003615759867187498,-0.01658781527886798
1.0,0.8999181750403116,-0.02974411602017894,-0.024233575864714783,-0.056729569745843214,-0.011404622042753332,0.028570710079779484,0.13337348413244254,0.01234451552981092,0.01821156277773113,-0.005264121186989927
1.0,0.8643223862116495,-0.0018748141125676774,0.00425891898815892,0.17417752014426222,-0.013601974263231838,0.021322617061287866,-0.002454492774556331,-0.08263801654245582,0.0808097761838267,0.053169694641098386
1.0,1.0559344053889337,-0.06430340360113349,0.0991925369872826,-0.09912583927139905,0.04149706306136009,0.15488860268984586,-0.07004149525115125,-0.040043296477266586,0.007046415600796748,-0.03560110491878971
1.0,0.890351537255514,0.004848134442366434,-0.07511621596553816,0.033488041922075655,-0.0650131110813971,0.10959691281822392,-0.055384371439764254,-0.02277318820682544,0.05752435410141041,-0.08703525048709941
1.0,1.016083846220683,0.0924289505531966,-0.11366622958019296,0.013055585340483001,0.018376488612676854,0.05528322543204765,-0.08746562356554123,-0.09337038253745131,0.036906842043083164,0.02099998763516568
1.0,1.0177125193118317,0.02449758782652493,-0.04808500920026448,0.016422816421819243,0.02072335332486109,-0.05051227318366708,0.1319301808995473,0.0335050471526154,-0.08423787813232421,0.046425350887747956
1.0,0.931079598148403,0.055655286067381446,0.08192507905688898,-0.058031003250639146,0.06812097938219078,0.02918801925812668,0.05812843136754021,0.13412351805416636,-0.01735156008482209,-0.0532971953042719
1.0,0.9371018314848508,-0.057686498466079116,-0.005451914156778769,0.02412308748080309,0.01956499404981827,0.05849068846772931,0.0009193725915122348,0.10278038026436691,-0.018714064146991602,0.19234500636700788
1.0,1.0442413624371638,-0.06061019206872441,-0.07572353473008142,0.03411595165539081,-0.015801205084674284,0.05048745911430636,0.03346295334485671,-0.005149781800611751,-0.05987735803123386,-0.10711587450369965
1.0,0.9684266249492223,0.06055653948661106,0.015138713828408482,-0.08808703380142946,0.012245740704153546,0.027246053211529245,-0.062498158673997745,0.010870006485270324,0.0041159779537345,-0.08082020482908414
