samples,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100
1.0,1.0351229945905576,-0.009776762495416378,0.04579849573878012,0.10769447394156885,-0.01655714391045856,-0.01655598299851483,0.11166720907819767,0.05426583011020832,-0.033196852188799496,0.03836478860205044,-0.032768579310951645,-0.032932066694986835,0.017109316301564367,-0.13528934353077857,-0.12197010963595668,-0.03975973249029209,-0.07161797533852392,0.022220641984790256,-0.0642069981281694,-0.09986495243090453,0.10363701833421461,-0.015964795310524096,0.004774965145618416,-0.10074491039547692,-0.03849367160725649,0.007843411537061947,-0.08138753636974738,0.026565861645057257,-0.0424715690684591,-0.02062586285085581,-0.042547082579219096,0.1309758464910177,-0.0009543979139391893,-0.07479145703998394,0.058162708517865765,-0.08632668236630456,0.014768886437086326,-0.1385696033484071,-0.09391693618534476,0.013920191483582164,0.05221747263943928,0.012117567370971121,-0.008177568470930166,-0.021291246499151605,-0.10454729255222392,-0.05090067211537608,-0.03257207986231026,0.07474982947024149,0.024297482269358177,-0.12466576493611735,0.022916197243291307,-0.027229429179715707,-0.04786561367507056,0.0432520451730399,0.07290267537569793,0.06585144874112797,-0.059341640156130665,-0.021864616779119727,0.02342386187045848,0.06898145747417127,-0.03388273529503001,-0.013128072138714007,-0.07822969623835054,-0.08458458155877095,0.057454251890411374,0.09590065211190658,-0.005091884528352181,0.07096049172432374,0.025571528563253027,-0.04561685531586848,0.02555452833460179,0.10875560858609609,-0.002533283519770119,0.11063701391665941,-0.1852439528082116,0.058117283431792684,0.0061551572233619085,-0.021143012513903773,0.00648846673351971,-0.14054234575898772,-0.015533148152595535,0.02525167209629218,0.1045028900911941,-0.03664723858283282,-0.057169130915171666,-0.035479580802673986,0.06472870449396627,0.023246213896296518,-0.03745970324864403,0.03629348825166668,0.006864419344497106,0.0684935441368185,-0.04964265034336717,-0.023169212579742256,-0.027726233403828186,-0.10348613441920994,0.0209388655959201,0.018459395322289962,0.0003615759867187498,-0.01658781527886798
1.0,0.8999181750403116,-0.02974411602017894,-0.024233575864714783,-0.056729569745843214,-0.011404622042753332,0.028570710079779484,0.13337348413244254,0.01234451552981092,0.01821156277773113,-0.005264121186989927,-0.13567761378835053,-0.0018748141125676774,0.00425891898815892,0.17417752014426222,-0.013601974263231838,0.021322617061287866,-0.002454492774556331,-0.08263801654245582,0.0808097761838267,0.053169694641098386,0.05593440538893364,-0.06430340360113349,0.0991925369872826,-0.09912583927139905,0.04149706306136009,0.15488860268984586,-0.07004149525115125,-0.040043296477266586,0.007046415600796748,-0.03560110491878971,-0.10964846274448609,0.004848134442366434,-0.07511621596553816,0.033488041922075655,-0.0650131110813971,0.10959691281822392,-0.055384371439764254,-0.02277318820682544,0.05752435410141041,-0.08703525048709941,0.016083846220682856,0.0924289505531966,-0.11366622958019296,0.013055585340483001,0.018376488612676854,0.05528322543204765,-0.08746562356554123,-0.09337038253745131,0.036906842043083164,0.02099998763516568,0.01771251931183164,0.02449758782652493,-0.04808500920026448,0.016422816421819243,0.02072335332486109,-0.05051227318366708,0.1319301808995473,0.0335050471526154,-0.08423787813232421,0.046425350887747956,-0.06892040185159692,0.055655286067381446,0.08192507905688898,-0.058031003250639146,0.06812097938219078,0.02918801925812668,0.05812843136754021,0.13412351805416636,-0.01735156008482209,-0.0532971953042719,-0.06289816851514915,-0.057686498466079116,-0.005451914156778769,0.02412308748080309,0.01956499404981827,0.05849068846772931,0.0009193725915122348,0.10278038026436691,-0.018714064146991602,0.19234500636700788,0.04424136243716378,-0.06061019206872441,-0.07572353473008142,0.03411595165539081,-0.015801205084674284,0.05048745911430636,0.03346295334485671,-0.005149781800611751,-0.05987735803123386,-0.10711587450369965,-0.03157337505077768,0.06055653948661106,0.015138713828408482,-0.08808703380142946,0.012245740704153546,0.027246053211529245,-0.062498158673997745,0.010870006485270324,0.0041159779537345,-0.08082020482908414
1.0,1.0252993868725107,0.03965345413794648,0.07658328784217588,0.07451505770221789,-0.0974159352315444,-0.0663142445290528,0.03641849299934688,0.03633015299684015,0.03641937116214481,0.27242925631329085,0.04036805514261896,0.08029661646541444,0.06745811162299682,0.04606031710039203,-0.022292902078474893,0.05366722825226572,-0.05464699498714654,-0.01674560427370105,-0.03432038560107203,0.005789375916388128,0.16367107686263724,-0.13203558799552298,0.04852592342721896,-0.11403623286453735,-0.03337062225577281,0.07700043514927638,0.004545283739720249,-0.07620806408622022,-0.050579610342561414,0.048054817675082205,-0.05164471980395651,0.015305933653949019,0.003222415702713442,-0.04607510244155846,0.1515997404046755,0.04482484394042121,-0.14319920558952595,0.013184311035495333,-0.04679536969351994,0.06027613915438725,-0.056039678837673274,-0.008113091581045768,0.03570799293800241,0.0612181368645169,-0.0848737728862988,-0.02365280921784152,-0.033583705021466695,-0.04619735307002747,0.12483646651773081,0.0286365314077022,-0.08915795943996195,0.064902640695552,0.1500591037644688,0.07300631870752515,-0.10743568060572567,-0.03424051966053071,0.08958414647507026,-0.05003978779777002,0.03138277272645338,0.05477489921179064,-0.06554388221413068,-0.00420907829238426,-0.22919221158013245,-0.07243514477511692,-0.01785926525618542,-0.08823159494178728,0.11542891026956335,-0.10112626664114366,-0.03111584405671907,0.00924475487752391,0.10191341162416893,-0.10153078639480853,0.08224809767791606,0.0007235866839245728,-0.06940314229492668,0.0326756500261422,0.014075646060093044,-0.04244174240215967,0.0049357527637402055,-0.027245785722433004,0.008026888460945198,0.04681970899854546,0.11214832457722762,-0.08752677330782739,0.15082823637166717,-0.13803345205138867,-0.010732826998270547,0.04160030861939701,0.019869125513371506,-0.04403150531067489,-0.014716465454343375,-0.03486043040285669,-0.04167438162276135,0.06007594041138778,0.025244807111449566,-0.04899610735580346,0.0636113172273425,0.02172935750672275,0.05747803164006939,0.0445214823754819
1.0,0.9413812006207186,-0.03961078122154112,0.052841637572000055,0.04315969537226359,-0.0014779658829656955,0.008296298835651309,0.09034455118959989,-0.04183041406017592,0.038685626819473504,-0.014297179564210113,-0.01539238549388145,0.07769525630509497,0.058365749767167775,0.057523818017665145,0.09231129172341512,0.001485195884949225,0.048221357045298396,-0.02193917275639887,0.022922022607708606,-0.00920250362677193,0.0068586504594084,0.042083956855725614,-0.05785693936214785,0.1479541231505635,-0.07113617124499733,-0.08585610017416925,0.08189080520177738,0.055979005931360244,0.04413193549104863,0.04443073705288869,-0.000865977612770461,-0.06344546505269051,0.005360191714363416,-0.047882563817010275,0.06895137759685104,-0.010398527168369939,-0.05837146657024708,-0.022725410801017764,0.029198663148351685,-0.03986134540090447,-0.05813976173349092,0.017231287973437155,0.017321752359499447,-0.035846295698116704,-0.03330743801013374,0.016408408427949817,-0.10239502576028141,-0.0995227179136075,-0.05080167807518858,-0.015092992840040098,0.02198448479565504,0.10432343856707593,0.060645693551604714,-0.011309361911014712,-0.0013446489560444486,-0.07088953120740356,-0.0013090764001247644,-0.020411248102850856,0.02281964824298231,-0.05849406097931937,0.03672334420055288,0.10838100791726205,-0.0076905038496699624,0.02840530827782874,0.04880054965340801,-0.028370571642134135,0.015845731350106876,0.0008904171984225928,0.00690674316437244,-0.05466004600877477,0.0017331310426562342,0.03521379687589706,0.10261134855473857,0.0678306906119271,0.15225299168383366,-0.05425966652451105,0.061682383759415836,0.012964237553393142,0.15484245035404084,-0.05715531987960867,-0.05937730089164866,-0.042383460418681206,-0.15018210691925785,-0.037176494107334646,-0.053678785280481214,0.01063444662656481,0.02416579679830549,0.1326653123074009,0.06720511409827021,-0.04079324870101942,-0.06352751064279073,0.03478393819679185,-0.0933545853431959,0.1295036912799159,0.08339901073655023,-0.03317572851708572,-0.12113690426049825,0.09573323366334945,-0.008099190129418388,0.08752683080597579
1.0,0.8872569390355112,-0.04238221432044554,0.00037078556292333045,0.003322029643521954,-0.031824434686089385,0.04404214108244987,-0.07549216453497261,-0.01006774993604051,0.008506185693060317,0.03637631880686425,0.05031877058898921,-0.0795242049546381,-0.10847825332415355,0.09034539449293125,0.023498149135407684,-0.052925990562597176,0.10968300805428856,0.008179431831975432,0.08338890358857318,0.004774277606050589,0.1457168832000159,0.1241213412985297,-0.017604423766188735,0.06870044078236873,0.045634971036636524,0.09677686552770302,-0.06823039223021822,0.04851116396078279,0.07484191320252354,-0.124361661719033,-0.08366901182026779,-0.14419549013079783,-0.019049939953374825,0.05073789948612171,0.10623268593005328,0.0052392921685351255,0.11516050962192892,-0.09758790998291923,-0.12044732738221128,-0.003927815456910764,0.027157528336443987,-0.002311867808651919,-0.14619023286487534,-0.0063017384279105745,-0.09223992296580102,0.04735300004521996,0.02592241057861762,-0.06645953704122362,-0.0363358781876203,-0.07489770640521633,-0.0044320814720511074,0.06753876118246803,-0.0697013571756068,0.03564147091561181,-0.03749487577269813,-0.05606457563112876,-0.007568189331670494,-0.07320268663540497,-0.03914891782102139,-0.08470275808830255,0.13892704646528198,0.002493509672793355,-0.04947806516707589,0.015130664591786046,-0.00794279256538451,-0.015624910226601747,0.043428143837967025,0.05356388385755424,-0.03751209589026496,-0.04071649826907605,-0.01944909202327961,-0.16277040653413677,-0.10714018748738441,0.09665260635394178,0.11631678250496875,-0.017609507233015638,0.04076873383170542,0.022008709492309528,0.21770974981238184,0.07916590119217176,-0.009045139636910055,-0.06756691252465424,-0.11359290866663058,0.01438705166465839,-0.053482074094603003,-0.10056852426242381,-0.045719607097923526,-0.07647699275345114,0.119298929098197,0.0623413450702616,-0.000563750873894819,0.10464785363864233,0.005470765498655793,-0.06090198992880549,0.10770113636258777,0.03810669463389607,-0.07334437894839055,-0.013458976999500265,-0.06191556046990826,-0.09777870667878157
1.0,1.065490642444235,0.1350161454586865,-0.0988936615395132,0.03980793648633172,-0.046007377275468095,-0.034444966214811606,-0.04188857609630143,-0.061093373212318246,0.003430997215399785,-0.05875704621419959,0.019124185552711268,-0.0035523707865476708,-0.01689617842905193,-0.06417444197881099,-0.040783891903885594,0.05341422582302108,0.03542019401820938,-0.06912359425815309,0.007023854675989893,0.0531310930232445,-0.11804477948295566,0.03842136766586791,-0.046854575332592845,0.04034741878982385,-0.05397057253939383,-0.12762443726221023,-0.11508462944960696,0.0034001191857256645,0.01836515421939946,-0.06394484179510601,0.04515530580160719,-0.11748721031078763,-0.00467254737229592,-0.08563177669787957,-0.04609177320491522,0.0033515921907068653,-0.06084041252158207,-0.02719218330677928,0.07115564692547915,-0.04079241529512034,0.059092355942537,-0.07988233776813272,0.037462812690486055,0.10193429472129391,-0.1747716586722441,-0.05634900390385603,0.040805161436310564,-0.01435747693596405,0.026243976387025615,-0.04270820212629798,0.006122822590358949,-0.01100804288221138,0.08257466147476568,0.017990270357348778,0.023872113170000594,-0.02912409957597386,-0.03447896675904274,-0.03058648278650182,0.027891978472925523,-0.029768098116230598,0.020490176632881493,0.1467529978402166,0.061597818505566976,-0.023053345042227096,0.08493865100178151,-0.02885528634987689,-0.14411716797269405,-0.07128246664710268,-0.13228496535463907,-0.02485575682441186,0.0013023760823397193,0.11854201917440021,0.02311725629441484,-0.015492746968230641,0.05864783108088147,-0.1563508771120488,0.016660465178483883,0.0545084005978157,-0.10455183609600852,0.0808756239961151,0.02393531051465851,-0.02936529000640717,0.0447444348535632,0.16056223177453494,0.012859886222086418,0.01755184598030683,-0.0324817207076859,-0.060093071660175995,0.058713608654050516,-0.06053426785642838,0.0050604971641837505,-0.03377548196918663,0.03386898828368247,0.023593473727338103,0.07336515303366732,-0.03606360541465346,-0.019083039681822355,-0.06920904606090122,-0.03141627770352967,0.026679173717704265
1.0,1.053527178411095,-0.06520693541010898,0.061490424306667936,0.09585807227941923,0.02923426236486829,0.13270950459623249,-0.05471515898950441,-0.08801037809472334,-0.12577451498340392,0.10578630776095609,0.046270639298354024,-0.003930429773080541,0.019796771419022745,-0.0795840937495869,0.17294078098874807,0.009137317404762422,0.007735380109162933,0.05131945013176319,0.03401248895743614,0.015830991176710742,-0.05589498478001235,0.03333784724457436,0.13307922838166938,0.09513556381805024,0.1126553067392438,-0.0361484071453359,-0.0699756279099737,-0.008894478418703163,0.003940346336036153,0.07737102426276132,-0.1196753216589728,0.108155540305665,-0.011172845656623966,-0.030185049931998963,-0.07156658670150388,-0.11701603745680872,0.058206950199276006,0.005184363178173318,-0.09121400996723994,-0.091575898189693,-0.023743563788673535,0.11801764384784445,-0.018355880488658466,-0.10628825752425855,-0.01737665870447314,-0.019284468555797997,-0.19069868333154086,-0.003839226829836344,-0.01632953723206858,0.049229224166480345,0.13074093928520517,0.07966017718408425,-0.019013301647569182,-0.07824319736298417,0.1819640167310856,0.004187375626289275,0.0009849496768771196,-0.0017059012692199485,0.01400670775886655,-0.010207822620630325,-0.040564029517409894,-0.0386687665703577,-0.0023160059475767834,-0.03842593407334328,-0.050405808687125485,0.007525753572416852,-0.01802961194863634,0.10634836410838407,-0.18745187282355014,0.07718118967059535,0.0881115289551218,-0.14661082933817543,-0.02423167216027176,-0.026264835515542782,-0.09952610639343411,-0.054999945431556625,-0.07852957113508707,0.12390423130176022,0.06616245368043022,0.08991252303226742,0.05102992102778638,-0.07983601637383851,-0.03708918371562016,0.034604007078445215,-0.08641748611441516,0.050416602495025865,-0.016993571872897417,-0.026503833474813807,0.05027246146688612,0.03141416001841702,-0.025524162362957917,0.08197699655905265,-0.07644272098379815,0.043553224444454086,0.0419385921439716,-0.021888238633107265,0.023061087159626476,-0.08846708938966015,0.0653385771280792,-0.013074555453471779
1.0,0.9630379007508673,0.07417615371165148,-0.04980461998687442,-0.09959325336974686,-0.11007030443915633,0.04285137460630315,-0.0905400277980422,0.12408268656678448,-0.14721464022662734,0.11995758020049892,0.014921188200778136,-0.006838649723320764,-0.03853159814805891,0.02822318530747985,-0.002661175329254809,0.07801522424697628,0.00807711449679227,0.010627939475397655,-0.025711266097865944,-0.004026663669206431,0.021764871804478957,-0.1209271667418398,-0.09533110542677976,0.05255670810959374,0.012082010997067816,-0.013009586476030486,0.0013034759074478425,0.024577738087762216,-0.03816677301578325,-0.0550344549161509,0.01384835079427799,-0.06918140255799071,0.028867829200379808,-0.120390841209361,0.07277229300493257,0.03341768845859528,0.01810403613187316,0.06948674585587536,0.11776682735723859,0.07172679516069591,-0.13016946522861797,-0.0904797550228928,-0.04418134532999482,0.001844915853235927,0.03660402037161027,-0.05131783716849982,0.013206404566201287,-0.053413639385961345,-0.04324083853119058,-0.09946596004126848,-0.06528244889418892,-0.09557853506567736,-0.06900465947588472,0.07450372593229804,-0.067132639234404,0.1861375208720365,0.034882843299358986,0.013069887647288083,-0.06069506070503679,0.049519386466203096,-0.040703741044021344,0.008627396730704881,0.18102531374206962,-0.00679246064953997,0.0812658962453421,-0.04972208185770296,-0.0024740598893882694,0.12521451375873177,-0.04433326581423083,0.12815946659114077,0.050045619295847034,-0.03977240714269708,0.044717980076101144,0.06876998464042111,0.04396860408931305,-0.11103165474212888,-0.05141636278785995,-0.017502210566851067,-0.0052632382463610825,0.04388814490713627,0.01256535827835408,-0.09442310512631141,0.02688404786388692,0.04317493209860334,0.03958316217754932,0.076422738001539,0.058967201046322616,0.03246893478082037,-0.004961465037918793,-0.11744767393750954,0.03037859560699396,0.014685737196198617,0.0192035237407606,-0.09027975758328079,-0.07644224105687512,0.07446915242176576,-0.0027969717522917997,0.048189376449554386,0.002002411579403904,0.0021040768019372894
1.0,1.0663466841883151,-0.0364898726718074,0.006796765318788892,-0.032687799141830474,-0.030723522881736277,-0.021861770505851943,0.015707229625274224,-0.03385263968619575,0.08879536719095822,-0.06325828898984143,-0.013213820679797648,-0.031093681320400596,0.10231678742534885,0.013898521534594074,0.07296242709885818,-0.105044981363646,0.018883305391382336,0.06290639683377158,0.005818356679973359,0.07534083984298959,-0.03657781708954522,0.09965591320031257,0.16255664524682018,-0.02565656065628479,-0.031501785391819075,0.1027698019441191,0.11169261756195721,-0.03697178708114584,-0.02971169477336724,-0.019925180775926365,-0.09506700733220565,-0.06495850209091979,-0.07100347454362466,-0.05429148648636489,-0.0024525919075884667,0.016561482563036696,0.10963694127019176,-0.07059429122313898,0.06960210428365994,-0.015131296285012917,-0.0034976124517877814,0.047716943898786765,-0.07938843548341706,0.027040452471856866,0.011769948517092703,0.034821562818404886,0.02044731090137362,0.17361593787792723,-0.045095026749790754,-0.037547154767119326,-0.04406268918671059,-0.039278163775218394,-0.04507007599594519,0.08407616520890554,0.10044481864579236,-0.04035785746473439,-0.05885642701004152,0.03333411366776556,-0.03904806593385541,0.044755038036365,0.01434882441028132,-0.10717929422581449,0.109425142178194,0.12698772808273612,-0.043330703847593376,-0.027414640210733702,0.020213735628812242,0.02364966642137105,0.04656611209185212,0.14214292609336618,-0.012512058447320102,-0.05644813950156762,-0.0975325979550066,-0.0516845587815885,-0.0023424307159244737,0.12689440345250705,-0.03660064595672547,0.015824197815171227,-0.001161274117976491,0.08403209423716193,0.17868110539354107,-0.03753809092521401,-0.03460859487847983,0.07383332368252339,0.048217009634816115,0.13058192728948237,0.041289957956994416,-0.025405787382222246,0.0417656036123124,0.07839718201559799,0.05801685141673859,0.0358696907315806,0.07542529063285464,0.08268168412156632,0.0977333995240592,0.04587071605373993,-0.011817032785092581,0.010374224256987936,0.08531306717804323,-0.05776607527482569
1.0,1.026069139674651,-0.02781325415005395,0.002032565922121604,0.09040019814701933,0.013512744687530295,0.0032835598096108494,-0.09615634987250707,0.05276809570224907,0.04564262416335002,0.15296520842831193,-0.02176320770368932,0.015496268279042495,0.01763408938691562,0.11154279111257127,-0.006738411716759609,0.019729801296922388,0.04298477442801989,0.013195257641513641,-0.03156762361982999,0.013724235013884215,0.07591722908230239,-0.07258559292052999,0.009402375828142157,-0.04950601758933413,0.08450255751468798,-0.10770557893871552,-0.03952174283590519,0.026672907480221546,0.1106992657182089,-0.004649245546949556,-0.03925853502363221,0.13301789202784542,-0.10239004482367083,-0.15547906024394337,0.031113720145278075,-0.035500594656308365,-0.07221206501633687,0.0500883647382584,0.017239313796573518,-0.03988638249163631,-0.09053119222831545,0.06169204931227881,0.04597616620700503,-0.007012792580843495,0.13057695422952603,-0.07566641947136446,-0.10787091932316498,-0.04892528881707235,-0.003223418129225336,0.017206697474627563,-0.017057965237692117,0.024894075822857808,-0.08849720137673701,0.10208957419773128,-0.00580896553238512,0.0790047459107428,0.024234341650818295,0.032297329859242586,0.040288630755040716,0.031657775878350766,0.04544736219252733,0.09398527672878992,0.013896145174262181,0.05013413648775802,-0.0063452717944980945,0.10183166487478104,-0.04782815835284892,0.12734571926242744,-0.002839595921916991,-0.10117107770605469,0.009058350048335417,-0.04815762453388261,0.05944247540506526,-0.04614748413296698,-0.031549933127926574,-0.13361070641797707,-0.03198288655145496,-0.17139415086372178,-0.11199884272272742,0.05376943598732695,0.05556446208394683,0.03008439270452431,-0.06837553880522801,-0.0033737023467600388,-0.0002547379820430536,-0.08190875268150942,0.10630631340038917,0.06203888252234194,-0.015624526571423842,0.0019011159070922423,0.014734889658240834,-0.14437245708478394,-0.01747808033362553,-0.04822356864216515,-0.07082523011688316,-0.019876792329318334,0.127115633358299,0.045314433287689256,-0.040388453694669736,0.0404877167487594
