samples,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
1.0,1.0351229945905576,-0.009776762495416378,0.04579849573878012,0.10769447394156885,-0.01655714391045856,-0.01655598299851483,0.11166720907819767,0.05426583011020832,-0.033196852188799496,0.03836478860205044,-0.032768579310951645,-0.032932066694986835,0.017109316301564367,-0.13528934353077857,-0.12197010963595668,-0.03975973249029209,-0.07161797533852392,0.022220641984790256,-0.0642069981281694,-0.09986495243090453,0.10363701833421461,-0.015964795310524096,0.004774965145618416,-0.10074491039547692,-0.03849367160725649,0.007843411537061947,-0.08138753636974738,0.026565861645057257,-0.0424715690684591,-0.02062586285085581,-0.042547082579219096,0.1309758464910177,-0.0009543979139391893,-0.07479145703998394,0.058162708517865765,-0.08632668236630456,0.014768886437086326,-0.1385696033484071,-0.09391693618534476,0.013920191483582164,0.05221747263943928,0.012117567370971121,-0.008177568470930166,-0.021291246499151605,-0.10454729255222392,-0.05090067211537608,-0.03257207986231026,0.07474982947024149,0.024297482269358177,-0.12466576493611735
1.0,1.0229161972432914,-0.027229429179715707,-0.04786561367507056,0.0432520451730399,0.07290267537569793,0.06585144874112797,-0.059341640156130665,-0.021864616779119727,0.02342386187045848,0.06898145747417127,-0.03388273529503001,-0.013128072138714007,-0.07822969623835054,-0.08458458155877095,0.057454251890411374,0.09590065211190658,-0.005091884528352181,0.07096049172432374,0.025571528563253027,-0.04561685531586848,0.02555452833460179,0.10875560858609609,-0.002533283519770119,0.11063701391665941,-0.1852439528082116,0.058117283431792684,0.0061551572233619085,-0.021143012513903773,0.00648846673351971,-0.14054234575898772,-0.015533148152595535,0.02525167209629218,0.1045028900911941,-0.03664723858283282,-0.057169130915171666,-0.035479580802673986,0.06472870449396627,0.023246213896296518,-0.03745970324864403,0.03629348825166668,0.006864419344497106,0.0684935441368185,-0.04964265034336717,-0.023169212579742256,-0.027726233403828186,-0.10348613441920994,0.0209388655959201,0.018459395322289962,0.0003615759867187498,-0.01658781527886798
1.0,0.8999181750403116,-0.02974411602017894,-0.024233575864714783,-0.056729569745843214,-0.011404622042753332,0.028570710079779484,0.13337348413244254,0.01234451552981092,0.01821156277773113,-0.005264121186989927,-0.13567761378835053,-0.0018748141125676774,0.00425891898815892,0.17417752014426222,-0.013601974263231838,0.021322617061287866,-0.002454492774556331,-0.08263801654245582,0.0808097761838267,0.053169694641098386,0.05593440538893364,-0.06430340360113349,0.0991925369872826,-0.09912583927139905,0.04149706306136009,0.15488860268984586,-0.07004149525115125,-0.040043296477266586,0.007046415600796748,-0.03560110491878971,-0.10964846274448609,0.004848134442366434,-0.07511621596553816,0.033488041922075655,-0.0650131110813971,0.10959691281822392,-0.055384371439764254,-0.02277318820682544,0.05752435410141041,-0.08703525048709941,0.016083846220682856,0.0924289505531966,-0.11366622958019296,0.013055585340483001,0.018376488612676854,0.05528322543204765,-0.08746562356554123,-0.09337038253745131,0.036906842043083164,0.02099998763516568
1.0,1.0177125193118317,0.02449758782652493,-0.04808500920026448,0.016422816421819243,0.02072335332486109,-0.05051227318366708,0.1319301808995473,0.0335050471526154,-0.08423787813232421,0.046425350887747956,-0.06892040185159692,0.055655286067381446,0.08192507905688898,-0.058031003250639146,0.06812097938219078,0.02918801925812668,0.05812843136754021,0.13412351805416636,-0.01735156008482209,-0.0532971953042719,-0.06289816851514915,-0.057686498466079116,-0.005451914156778769,0.02412308748080309,0.01956499404981827,0.05849068846772931,0.0009193725915122348,0.10278038026436691,-0.018714064146991602,0.19234500636700788,0.04424136243716378,-0.06061019206872441,-0.07572353473008142,0.03411595165539081,-0.015801205084674284,0.05048745911430636,0.03346295334485671,-0.005149781800611751,-0.05987735803123386,-0.10711587450369965,-0.03157337505077768,0.06055653948661106,0.015138713828408482,-0.08808703380142946,0.012245740704153546,0.027246053211529245,-0.062498158673997745,0.010870006485270324,0.0041159779537345,-0.08082020482908414
1.0,1.0252993868725107,0.03965345413794648,0.07658328784217588,0.07451505770221789,-0.0974159352315444,-0.0663142445290528,0.03641849299934688,0.03633015299684015,0.03641937116214481,0.27242925631329085,0.04036805514261896,0.08029661646541444,0.06745811162299682,0.04606031710039203,-0.022292902078474893,0.05366722825226572,-0.05464699498714654,-0.01674560427370105,-0.03432038560107203,0.005789375916388128,0.16367107686263724,-0.13203558799552298,0.04852592342721896,-0.11403623286453735,-0.03337062225577281,0.07700043514927638,0.004545283739720249,-0.07620806408622022,-0.050579610342561414,0.048054817675082205,-0.05164471980395651,0.015305933653949019,0.003222415702713442,-0.04607510244155846,0.1515997404046755,0.04482484394042121,-0.14319920558952595,0.013184311035495333,-0.04679536969351994,0.06027613915438725,-0.056039678837673274,-0.008113091581045768,0.03570799293800241,0.0612181368645169,-0.0848737728862988,-0.02365280921784152,-0.033583705021466695,-0.04619735307002747,0.12483646651773081,0.0286365314077022
1.0,0.910842040560038,0.064902640695552,0.1500591037644688,0.07300631870752515,-0.10743568060572567,-0.03424051966053071,0.08958414647507026,-0.05003978779777002,0.03138277272645338,0.05477489921179064,-0.06554388221413068,-0.00420907829238426,-0.22919221158013245,-0.07243514477511692,-0.01785926525618542,-0.08823159494178728,0.11542891026956335,-0.10112626664114366,-0.03111584405671907,0.00924475487752391,0.10191341162416893,-0.10153078639480853,0.08224809767791606,0.0007235866839245728,-0.06940314229492668,0.0326756500261422,0.014075646060093044,-0.04244174240215967,0.0049357527637402055,-0.027245785722433004,0.008026888460945198,0.04681970899854546,0.11214832457722762,-0.08752677330782739,0.15082823637166717,-0.13803345205138867,-0.010732826998270547,0.04160030861939701,0.019869125513371506,-0.04403150531067489,-0.014716465454343375,-0.03486043040285669,-0.04167438162276135,0.06007594041138778,0.025244807111449566,-0.04899610735580346,0.0636113172273425,0.02172935750672275,0.05747803164006939,0.0445214823754819
1.0,0.9413812006207186,-0.03961078122154112,0.052841637572000055,0.04315969537226359,-0.0014779658829656955,0.008296298835651309,0.09034455118959989,-0.04183041406017592,0.038685626819473504,-0.014297179564210113,-0.01539238549388145,0.07769525630509497,0.058365749767167775,0.057523818017665145,0.09231129172341512,0.001485195884949225,0.048221357045298396,-0.02193917275639887,0.022922022607708606,-0.00920250362677193,0.0068586504594084,0.042083956855725614,-0.05785693936214785,0.1479541231505635,-0.07113617124499733,-0.08585610017416925,0.08189080520177738,0.055979005931360244,0.04413193549104863,0.04443073705288869,-0.000865977612770461,-0.06344546505269051,0.005360191714363416,-0.047882563817010275,0.06895137759685104,-0.010398527168369939,-0.05837146657024708,-0.022725410801017764,0.029198663148351685,-0.03986134540090447,-0.05813976173349092,0.017231287973437155,0.017321752359499447,-0.035846295698116704,-0.03330743801013374,0.016408408427949817,-0.10239502576028141,-0.0995227179136075,-0.05080167807518858,-0.015092992840040098
1.0,1.021984484795655,0.10432343856707593,0.060645693551604714,-0.011309361911014712,-0.0013446489560444486,-0.07088953120740356,-0.0013090764001247644,-0.020411248102850856,0.02281964824298231,-0.05849406097931937,0.03672334420055288,0.10838100791726205,-0.0076905038496699624,0.02840530827782874,0.04880054965340801,-0.028370571642134135,0.015845731350106876,0.0008904171984225928,0.00690674316437244,-0.05466004600877477,0.0017331310426562342,0.03521379687589706,0.10261134855473857,0.0678306906119271,0.15225299168383366,-0.05425966652451105,0.061682383759415836,0.012964237553393142,0.15484245035404084,-0.05715531987960867,-0.05937730089164866,-0.042383460418681206,-0.15018210691925785,-0.037176494107334646,-0.053678785280481214,0.01063444662656481,0.02416579679830549,0.1326653123074009,0.06720511409827021,-0.04079324870101942,-0.06352751064279073,0.03478393819679185,-0.0933545853431959,0.1295036912799159,0.08339901073655023,-0.03317572851708572,-0.12113690426049825,0.09573323366334945,-0.008099190129418388,0.08752683080597579
1.0,0.8872569390355112,-0.04238221432044554,0.00037078556292333045,0.003322029643521954,-0.031824434686089385,0.04404214108244987,-0.07549216453497261,-0.01006774993604051,0.008506185693060317,0.03637631880686425,0.05031877058898921,-0.0795242049546381,-0.10847825332415355,0.09034539449293125,0.023498149135407684,-0.052925990562597176,0.10968300805428856,0.008179431831975432,0.08338890358857318,0.004774277606050589,0.1457168832000159,0.1241213412985297,-0.017604423766188735,0.06870044078236873,0.045634971036636524,0.09677686552770302,-0.06823039223021822,0.04851116396078279,0.07484191320252354,-0.124361661719033,-0.08366901182026779,-0.14419549013079783,-0.019049939953374825,0.05073789948612171,0.10623268593005328,0.0052392921685351255,0.11516050962192892,-0.09758790998291923,-0.12044732738221128,-0.003927815456910764,0.027157528336443987,-0.002311867808651919,-0.14619023286487534,-0.0063017384279105745,-0.09223992296580102,0.04735300004521996,0.02592241057861762,-0.06645953704122362,-0.0363358781876203,-0.07489770640521633
1.0,0.9955679185279489,0.06753876118246803,-0.0697013571756068,0.03564147091561181,-0.03749487577269813,-0.05606457563112876,-0.007568189331670494,-0.07320268663540497,-0.03914891782102139,-0.08470275808830255,0.13892704646528198,0.002493509672793355,-0.04947806516707589,0.015130664591786046,-0.00794279256538451,-0.015624910226601747,0.043428143837967025,0.05356388385755424,-0.03751209589026496,-0.04071649826907605,-0.01944909202327961,-0.16277040653413677,-0.10714018748738441,0.09665260635394178,0.11631678250496875,-0.017609507233015638,0.04076873383170542,0.022008709492309528,0.21770974981238184,0.07916590119217176,-0.009045139636910055,-0.06756691252465424,-0.11359290866663058,0.01438705166465839,-0.053482074094603003,-0.10056852426242381,-0.045719607097923526,-0.07647699275345114,0.119298929098197,0.0623413450702616,-0.000563750873894819,0.10464785363864233,0.005470765498655793,-0.06090198992880549,0.10770113636258777,0.03810669463389607,-0.07334437894839055,-0.013458976999500265,-0.06191556046990826,-0.09777870667878157
